Event,Event type,Total Amount of IHEC Entries,Amount Segments total,Amount Significant Segments Spearman,Upstream,Overlapping Upstream Adjacent,Overlapping Upstream Adjacent + RoI,Overlapping Total Up-Down,Overlapping Downstream Adjacent + RoI,Overlapping Downstream Adjacent,Downstream,Overlap General,Significant Segments Spearman,Class,Rest,Sum
000000000000620_ENSG00000187672.12_SE:chr3:55992250-56003099:56003134-56007181:-_H3K9me3.txt,SE,27,43,2,0,0,0,0,0,2,0,0,"['chr3:56004349-56004458', 'chr3:56005009-56005098']",H3K9me3,0.0,2.0
000000000000256_ENSG00000127603.25_SE:chr1:39081543-39083363:39083417-39084167:+_H3K9me3.txt,SE,15,55,4,0,3,1,0,0,0,0,0,"['chr1:39081843-39081912', 'chr1:39082663-39082732', 'chr1:39082733-39082812', 'chr1:39083263-39083412']",H3K9me3,0.0,4.0
000000000000202_ENSG00000114904.12_SE:chr3:52746904-52749692:52749829-52751932:-_H3K9me3.txt,SE,334,35,9,0,3,0,0,0,6,0,0,"['chr3:52747492-52747641', 'chr3:52747642-52747791', 'chr3:52749142-52749291', 'chr3:52750342-52750491', 'chr3:52750492-52750641', 'chr3:52750642-52750791', 'chr3:52750792-52750941', 'chr3:52751092-52751241', 'chr3:52751542-52751691']",H3K9me3,0.0,9.0
000000000000358_ENSG00000143748.17_SE:chr1:224317930-224326391:224326464-224330071:-_H3K9me3.txt,SE,331,34,6,0,3,0,0,0,3,0,0,"['chr1:224325091-224325240', 'chr1:224325541-224325690', 'chr1:224325991-224326140', 'chr1:224327041-224327190', 'chr1:224328091-224328240', 'chr1:224328241-224328390']",H3K9me3,0.0,6.0
000000000000186_ENSG00000110888.17_SE:chr12:30711629-30711739:30711782-30713785:-_H3K9me3.txt,SE,194,35,5,4,0,0,0,0,1,0,0,"['chr12:30710139-30710288', 'chr12:30710289-30710438', 'chr12:30710439-30710588', 'chr12:30710739-30710888', 'chr12:30713589-30713738']",H3K9me3,0.0,5.0
000000000000435_ENSG00000158856.18_SE:chr8:22080625-22080805:22080870-22081113:+_H3K9me3.txt,SE,201,37,9,2,1,1,0,0,0,5,0,"['chr8:22080105-22080254', 'chr8:22080255-22080404', 'chr8:22080555-22080704', 'chr8:22080705-22080854', 'chr8:22081155-22081304', 'chr8:22081305-22081454', 'chr8:22081455-22081604', 'chr8:22081605-22081754', 'chr8:22081755-22081904']",H3K9me3,0.0,9.0
000000000000031_ENSG00000036257.12_RI:chr2:224503652:224503672-224503675:224503822:-_H3K9me3.txt,RI,358,34,3,0,0,0,0,0,0,3,0,"['chr2:224504322-224504471', 'chr2:224504622-224504771', 'chr2:224505222-224505371']",H3K9me3,0.0,3.0
000000000000318_ENSG00000138162.18_SE:chr10:122195176-122209874:122209969-122210397:+_H3K9me3.txt,SE,165,34,23,0,13,0,0,0,2,8,0,"['chr10:122207674-122207823', 'chr10:122207824-122207973', 'chr10:122207974-122208123', 'chr10:122208124-122208273', 'chr10:122208424-122208573', 'chr10:122208574-122208723', 'chr10:122208724-122208873', 'chr10:122208874-122209023', 'chr10:122209024-122209173', 'chr10:122209174-122209323', 'chr10:122209324-122209473', 'chr10:122209474-122209623', 'chr10:122209624-122209773', 'chr10:122210224-122210373', 'chr10:122210374-122210523', 'chr10:122210674-122210823', 'chr10:122210824-122210973', 'chr10:122210974-122211123', 'chr10:122211124-122211273', 'chr10:122211274-122211423', 'chr10:122211424-122211573', 'chr10:122211574-122211723', 'chr10:122212324-122212469']",H3K9me3,0.0,23.0
000000000000542_ENSG00000171163.15_SE:chr1:248855458-248855558:248855635-248855725:-_H3K9me3.txt,SE,307,34,2,0,0,0,0,0,0,2,0,"['chr1:248856058-248856207', 'chr1:248857558-248857707']",H3K9me3,0.0,2.0
000000000000657_ENSG00000203666.12_SE:chr1:244970443-245002121:245002232-245017242:+_H3K9me3.txt,SE,218,35,4,0,3,0,0,0,1,0,0,"['chr1:245000821-245000970', 'chr1:245001421-245001570', 'chr1:245001571-245001720', 'chr1:245003371-245003520']",H3K9me3,0.0,4.0
000000000000306_ENSG00000137266.14_SE:chr6:3283975-3284936:3284959-3285079:-_H3K9me3.txt,SE,188,34,2,1,0,0,0,0,0,1,0,"['chr6:3283186-3283335', 'chr6:3285436-3285585']",H3K9me3,0.0,2.0
000000000000414_ENSG00000153132.12_SE:chr4:140413087-140426704:140426787-140427537:-_H3K9me3.txt,SE,67,36,3,0,2,0,0,0,0,1,0,"['chr4:140424204-140424353', 'chr4:140425624-140425703', 'chr4:140428254-140428403']",H3K9me3,0.0,3.0
000000000000409_ENSG00000152492.14_SE:chr3:191370036-191375062:191375589-191380159:+_H3K9me3.txt,SE,308,37,2,0,0,1,0,0,1,0,0,"['chr3:191374962-191375111', 'chr3:191376612-191376761']",H3K9me3,0.0,2.0
000000000000047_ENSG00000064042.17_SE:chr4:41619440-41638932:41638967-41644500:+_H3K9me3.txt,SE,156,34,1,0,0,0,0,0,1,0,0,['chr4:41639732-41639881'],H3K9me3,0.0,1.0
000000000000001_ENSG00000000457.13_SE:chr1:169854964-169855796:169855957-169859041:-_H3K9me3.txt,SE,311,35,1,0,0,0,0,0,1,0,0,['chr1:169857646-169857795'],H3K9me3,0.0,1.0
000000000000564_ENSG00000174837.14_SE:chr19:6921883-6924678:6924872-6926366:+_H3K9me3.txt,SE,112,36,9,0,6,1,0,1,1,0,0,"['chr19:6922778-6922927', 'chr19:6922928-6923077', 'chr19:6923528-6923677', 'chr19:6923678-6923827', 'chr19:6924128-6924277', 'chr19:6924278-6924427', 'chr19:6924578-6924727', 'chr19:6924728-6924877', 'chr19:6924878-6925027']",H3K9me3,0.0,9.0
000000000000506_ENSG00000167081.16_SE:chr9:125960849-125962102:125962214-125963012:+_H3K9me3.txt,SE,304,35,4,0,2,0,0,1,0,1,0,"['chr9:125960802-125960951', 'chr9:125961552-125961701', 'chr9:125962152-125962301', 'chr9:125963052-125963201']",H3K9me3,0.0,4.0
000000000000013_ENSG00000006432.15_SE:chr14:70734498-70735961:70736029-70738245:-_H3K9me3.txt,SE,155,34,3,1,1,0,0,0,0,1,0,"['chr14:70733761-70733910', 'chr14:70735711-70735860', 'chr14:70738261-70738410']",H3K9me3,0.0,3.0
000000000000062_ENSG00000074266.19_SE:chr11:86268561-86270083:86270157-86276980:+_H3K9me3.txt,SE,328,34,5,2,2,1,0,0,0,0,0,"['chr11:86267583-86267732', 'chr11:86267733-86267882', 'chr11:86268933-86269082', 'chr11:86269833-86269982', 'chr11:86269983-86270132']",H3K9me3,0.0,5.0
000000000000473_ENSG00000164035.9_SE:chr4:100423404-100447533:100447571-100465423:-_H3K9me3.txt,SE,68,34,4,0,3,0,0,0,1,0,0,"['chr4:100445633-100445782', 'chr4:100445783-100445932', 'chr4:100446083-100446232', 'chr4:100449233-100449382']",H3K9me3,0.0,4.0
000000000000075_ENSG00000083097.14_SE:chr6:83124819-83125166:83125195-83125500:+_H3K9me3.txt,SE,321,34,3,0,0,0,0,0,2,1,0,"['chr6:83125216-83125365', 'chr6:83125366-83125515', 'chr6:83126566-83126715']",H3K9me3,0.0,3.0
000000000000574_ENSG00000176261.15_SE:chr1:32627544-32631827:32631879-32633645:-_H3K9me3.txt,SE,351,34,5,0,3,0,0,0,1,1,0,"['chr1:32630827-32630976', 'chr1:32631427-32631576', 'chr1:32631577-32631726', 'chr1:32633527-32633676', 'chr1:32633677-32633826']",H3K9me3,0.0,5.0
000000000000458_ENSG00000163239.12_RI:chr1:154547409:154547479-154547678:154548147:+_H3K9me3.txt,RI,36,62,10,3,0,1,0,1,3,2,0,"['chr1:154545129-154545278', 'chr1:154545279-154545358', 'chr1:154547309-154547378', 'chr1:154547379-154547528', 'chr1:154547529-154547678', 'chr1:154547679-154547828', 'chr1:154548119-154548128', 'chr1:154548129-154548278', 'chr1:154549629-154549778', 'chr1:154549779-154549828']",H3K9me3,0.0,10.0
000000000000111_ENSG00000100578.14_SE:chr14:58458545-58459843:58460070-58460986:+_H3K9me3.txt,SE,276,35,11,1,2,1,0,1,1,4,1,"['chr14:58457343-58457492', 'chr14:58458543-58458692', 'chr14:58458693-58458842', 'chr14:58459743-58459892', 'chr14:58459893-58460042', 'chr14:58460043-58460192', 'chr14:58460643-58460792', 'chr14:58461393-58461542', 'chr14:58461543-58461692', 'chr14:58462293-58462442', 'chr14:58462443-58462570']",H3K9me3,0.0,10.0
000000000000237_ENSG00000122547.10_RI:chr7:36154133:36154161-36154221:36155202:+_H3K9me3.txt,RI,220,34,2,1,0,0,0,0,1,0,0,"['chr7:36152261-36152410', 'chr7:36154661-36154810']",H3K9me3,0.0,2.0
000000000000368_ENSG00000145362.17_SE:chr4:113330470-113331972:113332070-113333054:+_H3K9me3.txt,SE,95,35,6,0,3,1,0,1,1,0,0,"['chr4:113331422-113331571', 'chr4:113331572-113331721', 'chr4:113331722-113331871', 'chr4:113331872-113332021', 'chr4:113332022-113332171', 'chr4:113332772-113332921']",H3K9me3,0.0,6.0
000000000000561_ENSG00000174640.13_SE:chr3:133953761-133954966:133955193-133973663:-_H3K9me3.txt,SE,105,38,1,0,1,0,0,0,0,0,0,['chr3:133954416-133954565'],H3K9me3,0.0,1.0
000000000000487_ENSG00000165322.17_SE:chr10:31852597-31854066:31854206-31861395:-_H3K9me3.txt,SE,342,35,10,3,1,0,0,0,6,0,0,"['chr10:31851566-31851715', 'chr10:31851716-31851865', 'chr10:31852166-31852315', 'chr10:31853666-31853815', 'chr10:31855016-31855165', 'chr10:31855166-31855315', 'chr10:31855316-31855465', 'chr10:31855466-31855615', 'chr10:31855616-31855765', 'chr10:31855766-31855915']",H3K9me3,0.0,10.0
000000000000523_ENSG00000168631.12_RI:chr6:30948547:30949410-30952039:30952499:+_H3K9me3.txt,RI,3,343,72,16,5,0,0,0,6,21,24,"['chr6:30947150-30947169', 'chr6:30947190-30947209', 'chr6:30947220-30947229', 'chr6:30947360-30947369', 'chr6:30947370-30947379', 'chr6:30947490-30947509', 'chr6:30947540-30947559', 'chr6:30947560-30947579', 'chr6:30947870-30947919', 'chr6:30948090-30948109', 'chr6:30948110-30948139', 'chr6:30948140-30948149', 'chr6:30948230-30948239', 'chr6:30948240-30948259', 'chr6:30948260-30948269', 'chr6:30948270-30948289', 'chr6:30948600-30948609', 'chr6:30948970-30948979', 'chr6:30949220-30949269', 'chr6:30949270-30949279', 'chr6:30949280-30949309', 'chr6:30949440-30949449', 'chr6:30949450-30949459', 'chr6:30949460-30949479', 'chr6:30949480-30949489', 'chr6:30949490-30949499', 'chr6:30949500-30949509', 'chr6:30949730-30949759', 'chr6:30949760-30949779', 'chr6:30949880-30949889', 'chr6:30949890-30949899', 'chr6:30949900-30949909', 'chr6:30949930-30949949', 'chr6:30950180-30950209', 'chr6:30950310-30950319', 'chr6:30950320-30950329', 'chr6:30951040-30951109', 'chr6:30951590-30951599', 'chr6:30951600-30951609', 'chr6:30951610-30951619', 'chr6:30951620-30951629', 'chr6:30951790-30951809', 'chr6:30951820-30951839', 'chr6:30951840-30951859', 'chr6:30951990-30952009', 'chr6:30952060-30952069', 'chr6:30952070-30952089', 'chr6:30952110-30952139', 'chr6:30952250-30952279', 'chr6:30952280-30952289', 'chr6:30952400-30952409', 'chr6:30952980-30952989', 'chr6:30953020-30953029', 'chr6:30953030-30953039', 'chr6:30953060-30953099', 'chr6:30953100-30953109', 'chr6:30953110-30953119', 'chr6:30953120-30953129', 'chr6:30953130-30953139', 'chr6:30953140-30953149', 'chr6:30953150-30953159', 'chr6:30953160-30953169', 'chr6:30953440-30953449', 'chr6:30953450-30953489', 'chr6:30953490-30953499', 'chr6:30953500-30953509', 'chr6:30953510-30953519', 'chr6:30953520-30953559', 'chr6:30953560-30953569', 'chr6:30953900-30953909', 'chr6:30953920-30953929', 'chr6:30953930-30953959']",H3K9me3,0.0,48.0
000000000000324_ENSG00000138757.14_SE:chr4:75648741-75653983:75654081-75655066:-_H3K9me3.txt,SE,358,34,6,0,4,0,0,1,0,1,0,"['chr4:75651933-75652082', 'chr4:75652083-75652232', 'chr4:75652383-75652532', 'chr4:75653583-75653732', 'chr4:75654033-75654182', 'chr4:75655383-75655532']",H3K9me3,0.0,6.0
000000000000520_ENSG00000168487.18_SE:chr8:22177139-22177567:22177732-22177852:+_H3K9me3.txt,SE,183,35,7,2,2,0,0,0,0,3,0,"['chr8:22176717-22176866', 'chr8:22176867-22177016', 'chr8:22177017-22177166', 'chr8:22177167-22177316', 'chr8:22178217-22178366', 'chr8:22178367-22178516', 'chr8:22179567-22179716']",H3K9me3,0.0,7.0
000000000000230_ENSG00000121310.16_SE:chr1:52905090-52906519:52906611-52907868:-_H3K9me3.txt,SE,231,34,2,0,2,0,0,0,0,0,0,"['chr1:52905219-52905368', 'chr1:52905669-52905818']",H3K9me3,0.0,2.0
000000000000206_ENSG00000115414.18_SE:chr2:215379317-215380811:215381080-215382212:-_H3K9me3.txt,SE,195,36,14,4,3,0,0,1,1,5,0,"['chr2:215378311-215378460', 'chr2:215378761-215378910', 'chr2:215378911-215379060', 'chr2:215379061-215379210', 'chr2:215379961-215380110', 'chr2:215380261-215380410', 'chr2:215380561-215380710', 'chr2:215381011-215381160', 'chr2:215381161-215381310', 'chr2:215382361-215382510', 'chr2:215382511-215382660', 'chr2:215382661-215382810', 'chr2:215382811-215382960', 'chr2:215383411-215383560']",H3K9me3,0.0,14.0
000000000000091_ENSG00000090975.12_SE:chr12:122990709-122991755:122991898-122992499:-_H3K9me3.txt,SE,208,35,2,0,0,0,0,0,0,2,0,"['chr12:122993155-122993304', 'chr12:122994055-122994204']",H3K9me3,0.0,2.0
000000000000444_ENSG00000162231.13_RI:chr11:62798539:62798575-62800377:62800486:-_H3K9me3.txt,RI,357,46,30,14,0,1,0,1,1,7,6,"['chr11:62796075-62796224', 'chr11:62796225-62796374', 'chr11:62796375-62796524', 'chr11:62796525-62796674', 'chr11:62796825-62796974', 'chr11:62796975-62797124', 'chr11:62797275-62797424', 'chr11:62797425-62797574', 'chr11:62797575-62797724', 'chr11:62797725-62797874', 'chr11:62797875-62798024', 'chr11:62798025-62798174', 'chr11:62798175-62798324', 'chr11:62798325-62798474', 'chr11:62798475-62798624', 'chr11:62798925-62799074', 'chr11:62799075-62799224', 'chr11:62799225-62799374', 'chr11:62799375-62799524', 'chr11:62799525-62799674', 'chr11:62800125-62800274', 'chr11:62800275-62800424', 'chr11:62800425-62800574', 'chr11:62801025-62801174', 'chr11:62801175-62801324', 'chr11:62801325-62801474', 'chr11:62801475-62801624', 'chr11:62801625-62801774', 'chr11:62801775-62801924', 'chr11:62802525-62802674']",H3K9me3,0.0,24.0
000000000000428_ENSG00000157330.9_SE:chr1:12746541-12755700:12755813-12759310:+_H3K9me3.txt,SE,8,75,5,0,2,0,0,0,3,0,0,"['chr1:12754810-12754849', 'chr1:12755600-12755699', 'chr1:12756120-12756139', 'chr1:12757580-12757659', 'chr1:12758000-12758079']",H3K9me3,0.0,5.0
000000000000439_ENSG00000159592.10_SE:chr1:45661225-45685576:45685620-45686412:-_H3K9me3.txt,SE,358,34,22,0,5,0,1,0,6,10,0,"['chr1:45683226-45683375', 'chr1:45683376-45683525', 'chr1:45683526-45683675', 'chr1:45683826-45683975', 'chr1:45684276-45684425', 'chr1:45685476-45685625', 'chr1:45685626-45685775', 'chr1:45685776-45685925', 'chr1:45685926-45686075', 'chr1:45686076-45686225', 'chr1:45686226-45686375', 'chr1:45686376-45686525', 'chr1:45686526-45686675', 'chr1:45686676-45686825', 'chr1:45686826-45686975', 'chr1:45686976-45687125', 'chr1:45687126-45687275', 'chr1:45687276-45687425', 'chr1:45687426-45687575', 'chr1:45687726-45687875', 'chr1:45687876-45688025', 'chr1:45688026-45688120']",H3K9me3,0.0,22.0
000000000000039_ENSG00000049618.23_SE:chr6:157174117-157174847:157175005-157180969:+_H3K9me3.txt,SE,340,36,1,0,1,0,0,0,0,0,0,['chr6:157174597-157174746'],H3K9me3,0.0,1.0
000000000000127_ENSG00000103355.13_RI:chr16:2783953:2784802-2785002:2785171:-_H3K9me3.txt,RI,4,111,3,0,0,0,0,0,0,3,0,"['chr16:2785752-2785821', 'chr16:2785892-2785901', 'chr16:2786352-2786421']",H3K9me3,0.0,3.0
000000000000664_ENSG00000204576.11_SE:chr6:30557450-30558150:30558212-30561834:+_H3K9me3.txt,SE,210,34,15,8,3,0,0,0,4,0,0,"['chr6:30555950-30556099', 'chr6:30556100-30556249', 'chr6:30556400-30556549', 'chr6:30556550-30556699', 'chr6:30556700-30556849', 'chr6:30556850-30556999', 'chr6:30557000-30557149', 'chr6:30557150-30557299', 'chr6:30557450-30557599', 'chr6:30557600-30557749', 'chr6:30557750-30557899', 'chr6:30559100-30559249', 'chr6:30559250-30559399', 'chr6:30560150-30560299', 'chr6:30560300-30560449']",H3K9me3,0.0,15.0
000000000000624_ENSG00000187955.11_RI:chr8:120270035:120270100-120270106:120270174:+_H3K9me3.txt,RI,94,34,9,4,0,0,0,0,1,4,0,"['chr8:120268650-120268799', 'chr8:120268800-120268949', 'chr8:120268950-120269099', 'chr8:120269250-120269399', 'chr8:120270150-120270299', 'chr8:120270450-120270599', 'chr8:120271350-120271499', 'chr8:120272250-120272399', 'chr8:120272550-120272606']",H3K9me3,0.0,9.0
000000000000345_ENSG00000141577.13_RI:chr17:81189597:81189843-81189915:81189975:-_H3K9me3.txt,RI,134,36,18,8,1,0,0,0,0,9,0,"['chr17:81188243-81188392', 'chr17:81188393-81188542', 'chr17:81188693-81188772', 'chr17:81188773-81188842', 'chr17:81188993-81189142', 'chr17:81189143-81189292', 'chr17:81189293-81189442', 'chr17:81189443-81189592', 'chr17:81189593-81189742', 'chr17:81190043-81190192', 'chr17:81190193-81190342', 'chr17:81190943-81191092', 'chr17:81191243-81191392', 'chr17:81191393-81191542', 'chr17:81191543-81191612', 'chr17:81191993-81192142', 'chr17:81192143-81192292', 'chr17:81192293-81192415']",H3K9me3,0.0,18.0
000000000000020_ENSG00000012822.15_SE:chr12:53712121-53712775:53712846-53713100:-_H3K9me3.txt,SE,356,34,29,7,4,1,0,1,1,15,0,"['chr12:53710275-53710424', 'chr12:53710425-53710574', 'chr12:53710875-53711024', 'chr12:53711475-53711624', 'chr12:53711625-53711774', 'chr12:53711775-53711924', 'chr12:53711925-53712074', 'chr12:53712075-53712224', 'chr12:53712225-53712374', 'chr12:53712375-53712524', 'chr12:53712525-53712674', 'chr12:53712675-53712824', 'chr12:53712825-53712974', 'chr12:53712975-53713124', 'chr12:53713125-53713274', 'chr12:53713275-53713424', 'chr12:53713425-53713574', 'chr12:53713575-53713724', 'chr12:53713725-53713874', 'chr12:53713875-53714024', 'chr12:53714025-53714174', 'chr12:53714175-53714324', 'chr12:53714325-53714474', 'chr12:53714475-53714624', 'chr12:53714625-53714774', 'chr12:53714775-53714924', 'chr12:53714925-53715074', 'chr12:53715075-53715224', 'chr12:53715225-53715346']",H3K9me3,0.0,29.0
000000000000131_ENSG00000103550.13_SE:chr16:19710586-19711372:19711440-19714118:-_H3K9me3.txt,SE,267,34,1,0,1,0,0,0,0,0,0,['chr16:19710522-19710671'],H3K9me3,0.0,1.0
000000000000387_ENSG00000148634.15_SE:chr10:67956976-67959113:67959136-67966683:-_H3K9me3.txt,SE,346,34,16,1,4,0,0,0,11,0,0,"['chr10:67956613-67956762', 'chr10:67957063-67957212', 'chr10:67957663-67957812', 'chr10:67957963-67958112', 'chr10:67958113-67958262', 'chr10:67959913-67960062', 'chr10:67960063-67960212', 'chr10:67960213-67960362', 'chr10:67960363-67960512', 'chr10:67960513-67960662', 'chr10:67960663-67960812', 'chr10:67960813-67960962', 'chr10:67960963-67961112', 'chr10:67961113-67961262', 'chr10:67961413-67961562', 'chr10:67961563-67961636']",H3K9me3,0.0,16.0
000000000000369_ENSG00000145362.17_SE:chr4:113346022-113348276:113348308-113350228:+_H3K9me3.txt,SE,85,34,5,0,4,0,0,0,1,0,0,"['chr4:113346526-113346675', 'chr4:113346676-113346825', 'chr4:113347576-113347725', 'chr4:113347726-113347875', 'chr4:113349976-113350125']",H3K9me3,0.0,5.0
000000000000322_ENSG00000138668.18_SE:chr4:82355401-82356537:82356683-82356796:-_H3K9me3.txt,SE,358,35,8,5,1,1,0,0,0,1,0,"['chr4:82354487-82354636', 'chr4:82354787-82354936', 'chr4:82354937-82355086', 'chr4:82355087-82355236', 'chr4:82355237-82355386', 'chr4:82356287-82356436', 'chr4:82356437-82356586', 'chr4:82357187-82357336']",H3K9me3,0.0,8.0
000000000000064_ENSG00000075539.14_SE:chr4:48501733-48502828:48502845-48505547:-_H3K9me3.txt,SE,348,34,0,0,0,0,0,0,0,0,0,[],H3K9me3,0.0,0.0
000000000000625_ENSG00000188130.13_SE:chr22:50256646-50256935:50256964-50257082:-_H3K9me3.txt,SE,140,36,2,1,0,0,0,0,0,1,0,"['chr22:50254735-50254884', 'chr22:50258035-50258184']",H3K9me3,0.0,2.0
000000000000654_ENSG00000198597.8_SE:chr19:30228673-30284072:30284141-30352368:+_H3K9me3.txt,SE,11,53,2,0,0,0,0,0,2,0,0,"['chr19:30286022-30286071', 'chr19:30286262-30286371']",H3K9me3,0.0,2.0
000000000000268_ENSG00000130939.18_SE:chr1:10105744-10106197:10106583-10117459:+_H3K9me3.txt,SE,350,36,16,4,1,0,0,1,8,0,2,"['chr1:10103697-10103846', 'chr1:10103847-10103996', 'chr1:10103997-10104146', 'chr1:10105497-10105646', 'chr1:10105647-10105796', 'chr1:10106247-10106396', 'chr1:10106397-10106546', 'chr1:10106547-10106696', 'chr1:10106697-10106846', 'chr1:10106847-10106996', 'chr1:10107147-10107296', 'chr1:10107297-10107446', 'chr1:10107747-10107896', 'chr1:10108047-10108196', 'chr1:10108197-10108346', 'chr1:10108347-10108496']",H3K9me3,0.0,14.0
000000000000203_ENSG00000114956.19_SE:chr2:73927052-73938910:73939022-73946719:+_H3K9me3.txt,SE,344,35,1,0,0,0,0,0,1,0,0,['chr2:73939860-73940009'],H3K9me3,0.0,1.0
000000000000589_ENSG00000182795.12_SE:chr1:207025064-207027494:207027679-207032579:-_H3K9me3.txt,SE,88,35,0,0,0,0,0,0,0,0,0,[],H3K9me3,0.0,0.0
000000000000418_ENSG00000153820.12_SE:chr2:227991326-227993534:227993620-227995509:-_H3K9me3.txt,SE,28,38,2,1,0,0,0,0,0,1,0,"['chr2:227991034-227991183', 'chr2:227995904-227995983']",H3K9me3,0.0,2.0
000000000000271_ENSG00000131018.22_SE:chr6:152294127-152300641:152300781-152301869:-_H3K9me3.txt,SE,208,35,6,0,5,0,0,0,1,0,0,"['chr6:152298891-152299040', 'chr6:152299041-152299190', 'chr6:152299191-152299340', 'chr6:152299791-152299940', 'chr6:152299941-152300090', 'chr6:152300991-152301140']",H3K9me3,0.0,6.0
000000000000232_ENSG00000121753.12_SE:chr1:31727605-31728025:31728081-31728182:-_H3K9me3.txt,SE,77,36,0,0,0,0,0,0,0,0,0,[],H3K9me3,0.0,0.0
000000000000228_ENSG00000120899.17_SE:chr8:27444271-27445794:27445919-27450749:+_H3K9me3.txt,SE,343,35,29,6,7,0,0,1,15,0,0,"['chr8:27443294-27443443', 'chr8:27443444-27443593', 'chr8:27443594-27443743', 'chr8:27443744-27443893', 'chr8:27443894-27444043', 'chr8:27444044-27444193', 'chr8:27444194-27444343', 'chr8:27444344-27444493', 'chr8:27444794-27444943', 'chr8:27444944-27445093', 'chr8:27445094-27445243', 'chr8:27445244-27445393', 'chr8:27445394-27445543', 'chr8:27445844-27445993', 'chr8:27446144-27446293', 'chr8:27446294-27446443', 'chr8:27446444-27446593', 'chr8:27446594-27446743', 'chr8:27446894-27447043', 'chr8:27447044-27447193', 'chr8:27447194-27447343', 'chr8:27447344-27447493', 'chr8:27447494-27447643', 'chr8:27447644-27447793', 'chr8:27447794-27447943', 'chr8:27447944-27448093', 'chr8:27448094-27448243', 'chr8:27448244-27448393', 'chr8:27448394-27448419']",H3K9me3,0.0,29.0
000000000000463_ENSG00000163618.17_SE:chr3:62518250-62530654:62530812-62532871:-_H3K9me3.txt,SE,44,40,3,0,0,0,0,0,3,0,0,"['chr3:62531584-62531603', 'chr3:62532354-62532503', 'chr3:62532804-62532953']",H3K9me3,0.0,3.0
000000000000316_ENSG00000137996.12_SE:chr1:100266624-100267500:100267538-100268152:+_H3K9me3.txt,SE,348,34,2,1,1,0,0,0,0,0,0,"['chr1:100266350-100266499', 'chr1:100266500-100266649']",H3K9me3,0.0,2.0
000000000000381_ENSG00000148053.15_SE:chr9:84752085-84861040:84861087-84867243:+_H3K9me3.txt,SE,46,38,3,0,0,0,0,0,3,0,0,"['chr9:84861840-84861989', 'chr9:84861990-84862139', 'chr9:84862140-84862289']",H3K9me3,0.0,3.0
000000000000537_ENSG00000170264.12_SE:chr2:61836109-61838538:61838705-61839421:-_H3K9me3.txt,SE,85,39,8,0,3,1,0,1,3,0,0,"['chr2:61837538-61837687', 'chr2:61837688-61837837', 'chr2:61837838-61837987', 'chr2:61838438-61838587', 'chr2:61838588-61838737', 'chr2:61838888-61839037', 'chr2:61839038-61839187', 'chr2:61839188-61839297']",H3K9me3,0.0,8.0
